,Alert,IQR,Kurto,Entro,Skewn,Sex,Comp,Picos,Umbral,Gama
489,FALSE,3.74557,1.3754,1.872,0.61449,Hombre,Medium,2,17.132,Alta
490,FALSE,4.04869,0.2123,1.9353,0.32388,Hombre,Medium,0,15.959,Alta
491,FALSE,3.74377,1.139,1.9246,0.64306,Hombre,Medium,0,15.728,Alta
492,FALSE,3.81571,1.0465,1.9111,0.6378,Hombre,Medium,0,15.816,Alta
493,FALSE,3.28551,1.8822,1.8668,0.89839,Hombre,Medium,0,16.939,Alta
494,FALSE,3.97781,0.871,1.9173,0.62452,Hombre,Medium,0,16.138,Alta
495,FALSE,3.51566,0.1502,1.9676,0.40712,Hombre,Medium,0,15.78,Alta
496,FALSE,3.41131,1.6254,1.8798,0.89438,Hombre,Medium,0,15.112,Alta
497,FALSE,3.45448,0.938,1.9666,0.52989,Hombre,Medium,0,16.703,Alta
498,FALSE,4.16563,0.7945,1.9684,0.48973,Hombre,Medium,0,15.171,Alta
499,FALSE,2.91859,3.2187,1.7546,1.23247,Hombre,Medium,1,15.317,Alta
500,FALSE,3.67447,0.5234,1.9259,0.34902,Hombre,Medium,0,16.1,Alta
501,FALSE,4.19081,0.2698,1.9622,0.31421,Hombre,Medium,0,16.337,Alta
502,FALSE,3.75219,1.1866,1.9127,0.51386,Hombre,Medium,1,18.072,Alta
503,FALSE,3.39004,0.4271,1.9681,0.31703,Hombre,Medium,0,16.693,Alta
504,FALSE,4.38607,0.1342,2.0377,0.28658,Hombre,Medium,1,17.993,Alta
505,FALSE,3.48385,1.6513,1.8881,0.84069,Hombre,Medium,0,16.305,Alta
506,FALSE,3.52421,0.642,1.9644,0.49732,Hombre,Medium,0,15.174,Alta
507,FALSE,3.71833,0.8088,1.9314,0.5241,Hombre,Medium,0,15.929,Alta
508,FALSE,3.9039,0.8978,1.9258,0.45672,Hombre,Medium,1,17.838,Alta
509,FALSE,3.45678,0.6532,1.9495,0.33076,Hombre,Medium,0,15.068,Media
510,FALSE,3.92672,0.734,1.9155,0.4776,Hombre,Medium,1,15.879,Media
511,FALSE,3.25041,1.973,1.8408,0.87237,Hombre,Medium,1,15.591,Media
512,FALSE,3.39006,2.7309,1.7978,1.04997,Hombre,Medium,3,19.661,Media
513,FALSE,3.51683,1.1911,1.9519,0.60294,Hombre,Medium,1,19.131,Media
514,FALSE,3.70479,1.4118,1.8459,0.82273,Hombre,Medium,1,15.324,Media
515,FALSE,3.5481,2.2385,1.8191,1.03986,Hombre,Medium,2,15.012,Media
516,FALSE,3.22006,2.7109,1.8054,1.02054,Hombre,Medium,1,15.939,Media
517,FALSE,3.36868,2.6745,1.8091,1.06479,Hombre,Medium,1,15.016,Media
518,FALSE,3.48424,2.3436,1.8501,1.04053,Hombre,Medium,2,17.736,Media
519,FALSE,3.02423,1.0066,1.9123,0.48815,Hombre,Medium,1,18.244,Media
520,FALSE,4.72014,1.0152,1.9271,0.72647,Hombre,Medium,2,17.698,Media
521,FALSE,3.27873,2.1359,1.8385,0.93964,Hombre,Medium,0,15.637,Media
522,FALSE,2.90215,1.7174,1.8423,0.8214,Hombre,Medium,1,16.828,Media
523,FALSE,3.79837,1.5331,1.8786,0.76137,Hombre,Medium,0,16.309,Media
524,FALSE,3.78431,2.3748,1.8142,0.97828,Hombre,Medium,2,16.542,Media
525,FALSE,4.11686,1.1234,1.9088,0.57194,Hombre,Medium,1,16.629,Media
526,FALSE,3.57284,1.626,1.8275,0.78913,Hombre,Medium,1,16.576,Media
527,FALSE,3.38173,1.4135,1.8857,0.58549,Hombre,Medium,0,16.714,Media
528,FALSE,3.60661,2.539,1.7417,0.95519,Hombre,Medium,1,16.759,Media
529,FALSE,10.487,0.355,1.948,0.8433,Hombre,Medium,7,23.337,Alta
530,FALSE,8.6778,0.5745,2.0408,1.0159,Hombre,Medium,7,33.3195,Alta
531,FALSE,7.1635,0.1678,2.0135,0.6676,Hombre,Medium,2,18.8031,Alta
532,FALSE,6.6886,0.239,2.0642,0.7746,Hombre,Medium,3,24.3322,Alta
533,FALSE,16.127,-0.655,2.1211,0.6369,Hombre,Medium,17,20.0103,Alta
534,FALSE,11.57,0.0578,2.0427,0.6973,Hombre,Medium,10,24.3584,Alta
535,FALSE,8.7387,-0.09,2.0978,0.7556,Hombre,Medium,8,15.6612,Alta
536,FALSE,13.204,0.5304,1.9662,0.9835,Hombre,Medium,10,32.6078,Alta
537,FALSE,18.507,-0.532,2.1023,0.6652,Hombre,Medium,16,21.9292,Alta
538,FALSE,15.332,-0.42,2.1335,0.555,Hombre,Medium,12,31.7062,Alta
539,FALSE,12.241,-0.175,2.0502,0.9263,Hombre,Medium,9,21.3908,Alta
540,FALSE,11.016,0.0629,2.0269,0.9212,Hombre,Medium,9,17.4412,Alta
541,FALSE,0.1489,34.771,0.6751,4.5237,Hombre,Medium,0,21.3913,Alta
542,FALSE,17.702,-0.899,2.206,0.3385,Hombre,Medium,18,27.0469,Alta
543,FALSE,14.413,-0.285,2.1466,0.7493,Hombre,Medium,13,36.09,Alta
544,FALSE,6.8897,2.1071,1.8127,1.4417,Hombre,Medium,5,31.2684,Alta
545,FALSE,11.557,0.1878,1.9939,0.874,Hombre,Medium,8,-14.554,Alta
546,FALSE,3.1584,2.3671,1.5483,1.2375,Hombre,Medium,4,33.0185,Alta
547,FALSE,14.242,-0.584,2.172,0.581,Hombre,Medium,12,20.2607,Alta
548,FALSE,14.197,-0.117,2.1207,0.7063,Hombre,Medium,11,47.1154,Alta
549,FALSE,12.394,-1.083,2.1946,0.2318,Hombre,Medium,12,20.0168,Media
550,FALSE,7.3856,-0.367,2.1706,0.561,Hombre,Medium,7,16.3873,Media
551,FALSE,5.9415,-0.221,2.0701,0.5916,Hombre,Medium,0,20.5885,Media
552,FALSE,3.0095,0.7386,1.8938,0.3368,Hombre,Medium,0,19.7793,Media
553,FALSE,11.094,-0.968,2.1907,0.3373,Hombre,Medium,13,20.0546,Media
554,FALSE,7.3844,-0.087,1.999,0.6588,Hombre,Medium,8,17.47,Media
555,FALSE,6.5508,0.4989,2.0634,0.7959,Hombre,Medium,3,24.9226,Media
556,FALSE,4.0465,0.3134,1.9459,0.7054,Hombre,Medium,0,20.4481,Media
557,FALSE,5.7673,-0.423,2.1523,0.4301,Hombre,Medium,1,16.0113,Media
558,FALSE,6.747,-0.335,2.1518,0.5551,Hombre,Medium,3,21.1789,Media
559,FALSE,0.922,6.0267,1.3052,1.5136,Hombre,Medium,0,20.5823,Media
560,FALSE,8.6368,-0.637,2.1078,0.4086,Hombre,Medium,11,25.0036,Media
561,FALSE,5.8549,0.638,1.9612,0.8221,Hombre,Medium,4,21.236,Media
562,FALSE,11.17,-0.819,2.159,0.182,Hombre,Medium,9,19.0504,Media
563,FALSE,12.141,-0.76,2.184,0.3309,Hombre,Medium,9,25.0596,Media
564,FALSE,11.186,-0.63,2.1652,0.571,Hombre,Medium,9,-14.976,Media
565,FALSE,11.977,-1.064,2.1984,0.2191,Hombre,Medium,15,22.1505,Media
566,FALSE,11.824,-1.127,2.237,0.1766,Hombre,Medium,9,18.5568,Media
567,FALSE,12.412,-0.938,2.2206,0.5111,Hombre,Medium,6,16.3267,Media
568,FALSE,10.266,-0.642,2.1636,0.6907,Hombre,Medium,8,17.9145,Media
569,TRUE,1.0867,12.552,1.1128,2.3723,Hombre,Medium,1,62.01,Alta
570,TRUE,0.5415,17.222,0.8726,2.4411,Hombre,Medium,1,61.5032,Alta
571,TRUE,0.352,15.783,1.1154,2.0569,Hombre,Medium,2,73.1178,Alta
572,TRUE,0.52,12.263,0.8929,1.405,Hombre,Medium,0,48.8078,Alta
573,TRUE,1.5416,12.59,1.1294,2.3711,Hombre,Medium,2,19.1639,Alta
574,TRUE,0.455,17.149,0.7717,2.3716,Hombre,Medium,0,40.1446,Alta
575,TRUE,0.0373,45.477,0.3878,3.0643,Hombre,Medium,1,60.4742,Alta
576,TRUE,0.3188,40.452,0.6301,5.2906,Hombre,Medium,0,78.1827,Alta
577,TRUE,0.5059,18.143,0.7373,2.8946,Hombre,Medium,2,70.9095,Alta
578,TRUE,0.7943,27.294,1.0542,3.7836,Hombre,Medium,0,52.8932,Alta
579,TRUE,1.3461,24.483,0.9834,3.9158,Hombre,Medium,2,16.3462,Alta
580,TRUE,0.4194,32.028,0.7898,4.2406,Hombre,Medium,0,70.588,Alta
581,TRUE,0.3094,25.985,0.7805,3.5004,Hombre,Medium,0,66.7715,Alta
582,TRUE,0.7761,14.324,0.8903,1.6131,Hombre,Medium,1,54.8213,Alta
583,TRUE,0.4359,32.109,0.5601,4.1862,Hombre,Medium,0,89.5477,Alta
584,TRUE,0.7572,26.996,0.9605,3.1968,Hombre,Medium,0,63.4625,Alta
585,TRUE,0.3546,31.076,0.6614,4.5181,Hombre,Medium,0,70.7582,Alta
586,TRUE,0.3805,32.47,0.8155,4.5097,Hombre,Medium,1,70.7636,Alta
587,TRUE,0.4304,25.695,0.7713,3.468,Hombre,Medium,0,59.2076,Alta
588,TRUE,0.5522,32.088,0.9396,4.6621,Hombre,Medium,0,68.5119,Alta
589,TRUE,0.2449,20.272,0.7156,2.7385,Hombre,Medium,0,33.6168,Media
590,TRUE,0.2518,20.065,0.9247,2.7137,Hombre,Medium,0,26.525,Media
591,TRUE,0.2744,29.423,0.8041,4.3253,Hombre,Medium,0,42.9126,Media
592,TRUE,0.3226,21.691,0.6635,3.5319,Hombre,Medium,1,45.8035,Media
593,TRUE,0.3315,17.758,0.8576,2.4499,Hombre,Medium,0,42.0874,Media
594,TRUE,0.4064,25.817,0.8013,3.9185,Hombre,Medium,0,46.592,Media
595,TRUE,0.6586,7.0225,1.3886,0.8026,Hombre,Medium,2,16.9745,Media
596,TRUE,0.2672,16.48,1.0638,2.4503,Hombre,Medium,0,38.2685,Media
597,TRUE,0.4197,27.217,0.7663,4.2126,Hombre,Medium,0,42.0815,Media
598,TRUE,0.5405,10.215,0.9646,1.0466,Hombre,Medium,0,37.4823,Media
599,TRUE,0.6403,16.728,0.8008,1.7699,Hombre,Medium,0,38.7961,Media
600,TRUE,0.1218,11.738,0.9677,1.7787,Hombre,Medium,2,44.5407,Media
601,TRUE,0.3029,33.661,0.7347,5.161,Hombre,Medium,0,40.1689,Media
602,TRUE,0.2701,9.514,0.9968,0.9331,Hombre,Medium,1,35.6194,Media
603,TRUE,0.3449,16.656,0.875,2.7822,Hombre,Medium,0,30.4307,Media
604,TRUE,0.2458,12.755,0.7868,1.805,Hombre,Medium,1,35.4028,Media
605,TRUE,0.3797,6.2609,0.9022,0.3091,Hombre,Medium,0,32.4872,Media
606,TRUE,0.2769,5.858,0.9979,0.2983,Hombre,Medium,2,33.7044,Media
607,TRUE,0.5556,4.3591,1.152,0.7207,Hombre,Medium,2,29.0541,Media
608,TRUE,0.5595,8.6446,0.9919,1.3881,Hombre,Medium,1,36.5442,Media
609,TRUE,1.9028,10.3733,1.3169,2.031,Hombre,Medium,2,16.5552,Media
610,TRUE,0.663,10.3296,1.1708,2.3168,Hombre,Medium,2,36.0036,Media
611,TRUE,0.4921,14.9313,1.0377,2.5155,Hombre,Medium,1,30.8038,Media
612,TRUE,0.4921,14.9313,1.0377,2.5155,Hombre,Medium,1,30.8038,Media
613,TRUE,0.3803,16.3956,1.0291,1.8428,Hombre,Medium,1,42.8809,Media
614,TRUE,1.1516,13.7993,1.1825,2.6599,Hombre,Medium,2,17.3848,Media
615,TRUE,0.7967,8.89628,1.1952,1.219,Hombre,Medium,2,35.7512,Media
616,TRUE,0.5237,9.8207,1.0166,1.4538,Hombre,Medium,1,32.0332,Media
617,TRUE,0.7611,8.70991,1.3765,2.0384,Hombre,Medium,2,25.9449,Media
618,TRUE,0.6934,10.0228,1.109,1.2696,Hombre,Medium,1,31.8737,Media
619,TRUE,0.5573,20.9988,1.0989,3.0385,Hombre,Medium,1,48.9418,Alta
620,TRUE,2.2118,15.5407,1.1186,3.0642,Hombre,Medium,2,15.5817,Alta
621,TRUE,1.3267,9.63106,1.4004,2.3113,Hombre,Medium,3,24.1051,Alta
622,TRUE,0.147,14.6808,1.0533,2.1609,Hombre,Medium,1,62.725,Alta
623,TRUE,0.2375,18.5556,0.9267,2.3232,Hombre,Medium,1,66.5621,Alta
624,TRUE,0.3921,24.5894,0.5894,3.6833,Hombre,Medium,1,54.4586,Alta
625,TRUE,1.343,17.8072,1.1105,3.2578,Hombre,Medium,2,16.9334,Alta
626,TRUE,0.3735,21.1342,0.8055,2.7398,Hombre,Medium,2,64.7162,Alta
627,TRUE,1.1587,12.1223,1.193,2.4743,Hombre,Medium,3,23.5658,Alta
628,TRUE,0.2508,31.8887,0.6422,4.5014,Hombre,Medium,1,53.0631,Alta
629,TRUE,0.1793,11.9801,0.9626,2.1597,Hombre,Medium,2,37.7581,Media
630,TRUE,0.4297,10.4921,0.8936,2.1914,Hombre,Medium,1,33.2796,Media
631,TRUE,0.2121,13.8829,0.8601,2.5316,Hombre,Medium,2,31.3057,Media
632,TRUE,0.9327,7.93253,1.2457,2.194,Hombre,Medium,2,26.3292,Media
633,TRUE,0.5636,13.5598,1.0993,2.5749,Hombre,Medium,2,36.4802,Media
634,TRUE,0.3019,19.7032,0.8043,2.4525,Hombre,Medium,1,35.7272,Media
635,TRUE,0.5443,10.585,1.1511,2.0596,Hombre,Medium,2,21.9647,Media
636,TRUE,0.2315,15.1308,0.8504,2.419,Hombre,Medium,2,32.7574,Media
637,TRUE,1.5178,16.8595,1.0665,2.9604,Hombre,Medium,4,17.3596,Alta
638,TRUE,2.3172,17.0193,1.106,3.3234,Hombre,Medium,3,39.108,Alta
639,TRUE,1.4381,23.6756,0.8309,3.5785,Hombre,Medium,3,19.2776,Alta
640,TRUE,2.5783,27.1689,0.9688,4.3135,Hombre,Medium,2,29.6664,Alta
641,TRUE,0.4941,16.4811,0.7281,3.0556,Hombre,Medium,2,62.0712,Alta
642,TRUE,0.2783,19.4462,0.6937,2.5529,Hombre,Medium,1,61.2455,Alta
643,TRUE,0.7043,18.0901,0.7883,2.7906,Hombre,Medium,1,70.7557,Alta
644,FALSE,14.363,-0.999,2.156,0.5073,Hombre,Medium,10,23.071,Alta
645,FALSE,13.604,-0.787,2.1383,0.4883,Hombre,Medium,11,33.6176,Alta
646,FALSE,10.255,-0.61,2.1192,0.5873,Hombre,Medium,6,29.6225,Alta
647,FALSE,14.115,-0.932,2.1896,0.4212,Hombre,Medium,11,29.0537,Alta
648,FALSE,12.938,-1.062,2.1515,0.4848,Hombre,Medium,10,21.4215,Alta
649,FALSE,2.6296,1.2311,1.8327,0.51,Hombre,Medium,0,17.9619,Alta
650,FALSE,14.392,-1.013,2.1249,0.4621,Hombre,Medium,13,18.631,Alta
651,FALSE,12.347,-0.77,2.1137,0.5822,Hombre,Medium,8,26.9216,Alta
652,FALSE,12.638,-0.639,2.0552,0.5262,Hombre,Medium,6,15.1431,Alta
653,FALSE,12.666,-0.896,2.108,0.5114,Hombre,Medium,9,30.4929,Alta
654,FALSE,14.913,-0.884,2.1282,0.5494,Hombre,Medium,10,19.7939,Alta
655,FALSE,13.823,-0.982,2.1953,0.4519,Hombre,Medium,10,19.4607,Alta
656,FALSE,12.495,-0.242,2.0088,0.6976,Hombre,Medium,7,22.6252,Alta
657,FALSE,12.234,-0.983,2.1332,0.4239,Hombre,Medium,7,28.6656,Alta
658,FALSE,10.376,-0.552,2.1453,0.4974,Hombre,Medium,6,24.6056,Alta
659,FALSE,13.259,-0.688,2.0521,0.5832,Hombre,Medium,9,29.0692,Alta
660,FALSE,12.747,-0.799,2.0517,0.5602,Hombre,Medium,10,17.9161,Alta
661,FALSE,13.006,-1.131,2.1998,0.4481,Hombre,Medium,7,31.3662,Alta
662,FALSE,14.361,-1.053,2.1192,0.3525,Hombre,Medium,9,21.6133,Alta
663,FALSE,12.157,-0.951,2.1513,0.5072,Hombre,Medium,9,18.4712,Alta
664,FALSE,12.439,-1.285,2.1657,0.3769,Hombre,Medium,6,22.9353,Media
665,FALSE,9.3946,-1.313,2.2534,0.235,Hombre,Medium,0,16.0623,Media
666,FALSE,10.327,-1.213,2.1997,0.4071,Hombre,Medium,1,20.2814,Media
667,FALSE,11.478,-1.248,2.2106,0.3518,Hombre,Medium,4,17.8779,Media
668,FALSE,11.382,-1.248,2.205,0.4368,Hombre,Medium,7,18.9141,Media
669,FALSE,10.986,-0.998,2.0808,0.4626,Hombre,Medium,5,28.0374,Media
670,FALSE,11.248,-1.132,2.1654,0.5172,Hombre,Medium,9,15.5812,Media
671,FALSE,9.8961,-1.004,2.2094,0.3734,Hombre,Medium,8,19.2978,Media
672,FALSE,8.6574,-0.705,2.1542,0.4764,Hombre,Medium,3,19.0341,Media
673,FALSE,10.144,-1.125,2.1894,0.4122,Hombre,Medium,5,20.08,Media
674,FALSE,10.389,-1.091,2.1793,0.4644,Hombre,Medium,7,16.9707,Media
675,FALSE,10.021,-1.138,2.2438,0.379,Hombre,Medium,6,17.8583,Media
676,FALSE,10.704,-0.698,2.1073,0.5847,Hombre,Medium,7,15.6293,Media
677,FALSE,9.761,-1.065,2.2465,0.2275,Hombre,Medium,3,19.4991,Media
678,FALSE,10.537,-1.107,2.2016,0.4009,Hombre,Medium,7,21.8397,Media
679,FALSE,9.7712,-1.214,2.2332,0.397,Hombre,Medium,3,16.6186,Media
680,FALSE,9.3817,-1.023,2.1805,0.4906,Hombre,Medium,5,17.2409,Media
681,FALSE,9.4616,-1.07,2.1998,0.3055,Hombre,Medium,3,21.8973,Media
682,FALSE,9.2674,-0.973,2.1757,0.3588,Hombre,Medium,4,17.2105,Media
683,FALSE,1.9346,2.3972,1.6955,0.7635,Hombre,Medium,2,15.273,Media
684,FALSE,1.2235,3.92744,1.5436,1.1356,Hombre,Medium,1,17.359,Alta
685,FALSE,0.586,27.1363,0.9896,3.9831,Hombre,Medium,1,36.421,Alta
686,FALSE,0.2029,17.6538,0.9677,2.64,Hombre,Medium,1,32.217,Alta
687,FALSE,1.2421,13.2074,0.9928,3.0994,Hombre,Medium,3,33.213,Alta
688,FALSE,0.1546,32.388,0.8176,4.6885,Hombre,Medium,1,24.459,Alta
689,FALSE,0.0432,39.9247,0.3504,5.8956,Hombre,Medium,1,22.826,Alta
690,FALSE,0.3602,27.8001,0.7876,4.0858,Hombre,Medium,1,19.708,Alta
691,FALSE,0.2,23.9776,0.7179,3.6084,Hombre,Medium,1,20.384,Alta
692,FALSE,0.7469,12.2781,1.1624,2.6579,Hombre,Medium,1,19.023,Alta
693,FALSE,1.4595,7.31685,1.416,1.9717,Hombre,Medium,1,19.09,Alta
694,FALSE,0.2754,44.1196,0.6071,5.7582,Hombre,Medium,1,23.98,Alta
695,FALSE,1.0441,6.47686,1.2615,1.4251,Hombre,Medium,1,28.374,Alta
696,FALSE,0.3712,36.6341,0.8424,5.0656,Hombre,Medium,1,33.592,Alta
697,FALSE,0.4696,24.6243,1.0172,4.0165,Hombre,Medium,1,30.289,Alta
698,FALSE,0.7398,15.1646,1.0941,2.8782,Hombre,Medium,1,25.194,Alta
699,FALSE,0.4595,6.62666,1.1711,1.215,Hombre,Medium,1,19.267,Alta
700,FALSE,0.4504,29.7245,0.8473,4.4811,Hombre,Medium,1,35.809,Alta
701,FALSE,1.053,11.5745,1.3925,2.7321,Hombre,Medium,2,26.875,Alta
702,FALSE,0.7098,3.54696,1.494,1.127,Hombre,Medium,2,17.387,Alta
703,FALSE,0.4299,10.787,1.2601,2.2663,Hombre,Medium,1,26.114,Alta
704,FALSE,1.2374,4.88002,1.4706,-0.139,Hombre,Medium,1,20.302,Media
705,FALSE,1.3688,1.76644,1.6294,0.4554,Hombre,Medium,1,18.015,Media
706,FALSE,1.4541,2.08167,1.6948,0.5495,Hombre,Medium,2,17.197,Media
707,FALSE,0.2286,19.4662,0.7899,2.4442,Hombre,Medium,1,17.292,Media
708,FALSE,0.7148,9.74187,1.1045,1.6688,Hombre,Medium,1,20.731,Media
709,FALSE,0.1187,26.6704,0.5873,3.6675,Hombre,Medium,1,23.371,Media
710,FALSE,0.1207,29.1839,0.9638,4.1805,Hombre,Medium,1,17.148,Media
711,FALSE,0.2783,26.5752,0.7244,3.5823,Hombre,Medium,1,33.361,Media
712,FALSE,0.1944,33.2789,0.7292,4.5131,Hombre,Medium,1,31.637,Media
713,FALSE,1.0013,8.97311,1.3794,2.2759,Hombre,Medium,1,15.997,Media
714,FALSE,0.7951,7.15072,1.4816,1.9767,Hombre,Medium,2,18.91,Media
715,FALSE,0.1712,10.483,0.7724,0.9077,Hombre,Medium,1,19.765,Media
716,FALSE,1.3476,4.66342,1.432,1.3089,Hombre,Medium,1,15.152,Media
717,FALSE,0.8103,11.4825,1.2911,2.5921,Hombre,Medium,1,24.066,Media
718,FALSE,0.3193,11.7533,1.0089,2.3414,Hombre,Medium,1,24.108,Media
719,FALSE,0.2451,32.4634,0.5783,4.7169,Hombre,Medium,1,23.189,Media
720,FALSE,0.8468,24.3342,1.193,4.133,Hombre,Medium,1,23.127,Media
721,FALSE,0.8684,10.1841,1.3344,2.5612,Hombre,Medium,2,20.566,Media
722,FALSE,0.654,20.8887,1.0294,3.72,Hombre,Medium,1,24.67,Media
723,FALSE,0.0217,53.2945,0.2833,6.2836,Hombre,Medium,1,18.004,Media
724,FALSE,0.3343,11.3151,0.9253,1.9914,Hombre,Medium,2,35.3477,Alta
725,FALSE,0.5232,24.6027,0.9608,3.5912,Hombre,Medium,1,42.8913,Alta
726,FALSE,3.432,5.15675,1.6694,1.9503,Hombre,Medium,3,38.6551,Alta
727,FALSE,0.5482,17.3111,0.9637,2.8713,Hombre,Medium,1,36.1644,Alta
728,FALSE,0.6617,15.5468,1.2779,2.5321,Hombre,Medium,1,33.9532,Alta
729,FALSE,0.6383,26.3518,0.7149,3.6701,Hombre,Medium,1,71.2846,Alta
730,FALSE,0.6776,15.1812,0.8715,2.6235,Hombre,Medium,2,53.6928,Alta
731,FALSE,0.3482,34.0252,1.0592,5.0747,Hombre,Medium,1,69.8727,Alta
732,FALSE,0.415,26.851,0.7076,4.1622,Hombre,Medium,2,77.1436,Alta
733,FALSE,0.4508,32.605,0.7594,4.839,Hombre,Medium,2,50.9948,Alta
734,FALSE,0.5143,40.1294,0.5792,5.3219,Hombre,Medium,1,66.2188,Alta
735,FALSE,0.2849,34.7843,0.9476,4.9789,Hombre,Medium,1,49.5023,Alta
736,FALSE,0.2442,33.3272,0.4955,4.8723,Hombre,Medium,3,51.6357,Alta
737,FALSE,0.1517,36.5094,0.6071,4.925,Hombre,Medium,1,49.5973,Alta
738,FALSE,0.1676,41.523,0.8781,5.3932,Hombre,Medium,1,38.8934,Alta
739,FALSE,0.0992,52.4327,0.5389,6.6812,Hombre,Medium,1,37.1647,Alta
740,FALSE,0.1676,40.6662,0.5102,5.7511,Hombre,Medium,1,40.6191,Alta
741,FALSE,0.1316,41.9142,0.4536,5.7133,Hombre,Medium,1,35.4935,Alta
742,FALSE,0.0997,41.1691,0.6719,5.175,Hombre,Medium,1,43.9064,Alta
743,FALSE,0.5088,31.9451,0.5993,4.931,Hombre,Medium,1,44.432,Alta
744,FALSE,0.7732,10.5903,1.1488,2.3634,Hombre,Medium,2,18.1469,Media
745,FALSE,0.2277,29.5862,0.6535,4.2039,Hombre,Medium,1,35.2372,Media
746,FALSE,0.1362,21.0714,0.5789,3.6271,Hombre,Medium,0,16.8933,Media
747,FALSE,0.6652,14.0043,1.367,2.7241,Hombre,Medium,1,19.981,Media
748,FALSE,0.3778,37.445,0.6358,4.8316,Hombre,Medium,1,73.896,Alta
749,FALSE,1.423,16.5,1.1648,2.7073,Hombre,Medium,1,52.612,Alta
750,FALSE,2.0844,15.277,0.9257,3.5166,Hombre,Medium,2,40.989,Alta
751,FALSE,1.9762,15.732,1.1767,3.1422,Hombre,Medium,2,60.266,Alta
752,FALSE,1.7891,15.934,1.1805,3.2828,Hombre,Medium,2,53.625,Alta
753,FALSE,2.1901,17.707,1.2217,2.996,Hombre,Medium,1,51.79,Alta
754,FALSE,1.5687,28.053,0.8949,4.5195,Hombre,Medium,1,15.53,Alta
755,FALSE,0.9432,19.659,1.0843,2.9805,Hombre,Medium,1,44.697,Media
756,FALSE,1.9331,15.232,1.2715,2.7908,Hombre,Medium,1,46.106,Media
757,FALSE,0.2866,25.94,0.6174,3.3485,Hombre,Medium,1,39.645,Media
758,FALSE,0.6165,9.0043,1.2583,2.3603,Hombre,Medium,0,15.061,Media
759,FALSE,0.6471,12.3523,1.2467,2.8884,Hombre,Medium,0,15.7474,Media
760,FALSE,1.4534,16.5267,0.961,3.4738,Hombre,Medium,3,46.334,Alta
761,FALSE,5.0356,1.3578,1.917539,0.92966,Hombre,Robust,0,16.5904,Media
762,FALSE,4.7991,2.6996,1.826527,1.44499,Hombre,Robust,0,23.811,Media
763,FALSE,5.9953,0.4828,1.9822,0.70743,Hombre,Robust,1,20.2845,Media
764,FALSE,5.0339,2.53,1.806896,1.08782,Hombre,Robust,1,16.5699,Media
765,FALSE,5.0662,2.5825,1.699227,1.32619,Hombre,Robust,1,21.2486,Media
766,FALSE,4.9742,1.559,1.902084,0.94014,Hombre,Robust,1,21.4645,Media
767,FALSE,4.3454,1.0835,1.991992,0.95277,Hombre,Robust,1,20.0793,Media
768,FALSE,4.5304,1.0545,1.933682,0.74775,Hombre,Robust,1,16.4989,Media
769,FALSE,3.9577,3.1471,1.75576,1.55507,Hombre,Robust,1,24.6395,Media
770,FALSE,3.177,3.5427,1.73427,1.46854,Hombre,Robust,1,23.2905,Media
771,FALSE,3.306,2.4669,1.809042,1.22649,Hombre,Robust,1,17.3503,Media
772,FALSE,4.1221,2.2183,1.886288,1.28809,Hombre,Robust,1,23.0389,Media
773,FALSE,3.9354,3.093,1.7807,1.53163,Hombre,Robust,1,18.9121,Media
774,FALSE,4.5246,1.4161,1.89661,1.05906,Hombre,Robust,1,20.5713,Media
775,FALSE,4.3371,1.9202,1.910644,1.07272,Hombre,Robust,1,17.2768,Media
776,FALSE,4.6768,1.0182,1.918811,0.97045,Hombre,Robust,1,20.7725,Media
777,FALSE,4.0078,2.4114,1.837198,1.22274,Hombre,Robust,1,18.0036,Media
778,FALSE,4.7804,1.3581,1.897202,0.96538,Hombre,Robust,1,18.5187,Media
779,FALSE,4.5139,1.9234,1.916716,1.03874,Hombre,Robust,1,19.2095,Media
780,FALSE,4.6594,2.247,1.818779,1.17859,Hombre,Robust,2,15.4304,Media
781,FALSE,4.8504,2.6713,1.808418,1.26406,Hombre,Robust,1,18.9794,Alta
782,FALSE,4.9858,3.7545,1.806643,1.6145,Hombre,Robust,1,28.5878,Alta
783,FALSE,5.2433,1.014,1.973574,0.80499,Hombre,Robust,1,29.0545,Alta
784,FALSE,5.288,3.7796,1.705264,1.47529,Hombre,Robust,1,21.5004,Alta
785,FALSE,5.1312,4.0042,1.737607,1.70308,Hombre,Robust,1,24.6725,Alta
786,FALSE,6.2669,1.9814,1.898352,1.20966,Hombre,Robust,2,22.0439,Alta
787,FALSE,4.9859,2.2938,1.87192,1.29963,Hombre,Robust,2,24.4848,Alta
788,FALSE,5.1521,1.7985,1.88583,0.9611,Hombre,Robust,2,18.0666,Alta
789,FALSE,4.3252,3.6628,1.78021,1.61905,Hombre,Robust,2,28.6988,Alta
790,FALSE,5.929,3.2088,1.77174,1.44732,Hombre,Robust,3,17.8358,Alta
791,FALSE,3.8976,2.8912,1.84577,1.37874,Hombre,Robust,3,17.2386,Alta
792,FALSE,3.8085,4.1986,1.68852,1.60491,Hombre,Robust,3,23.7862,Alta
793,FALSE,3.7531,3.7177,1.79185,1.61771,Hombre,Robust,3,19.2301,Alta
794,FALSE,4.5412,2.0367,1.827505,1.11218,Hombre,Robust,1,23.5934,Alta
